id,flag_tsunami,year,month,day,hour,minute,second,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,intensity,country,state,location_name,latitude,longitude,region_code,injuries,injuries_description,damage_millions_dollars,damage_description,total_injuries,total_injuries_description,total_damage_millions_dollars,total_damage_description
3628.0,Tsu,1938.0,11.0,6.0,8.0,53.0,53.0,0.0,7.5,,7.5,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,37.5,142.2,30,,,,,,,,
9844.0,Tsu,1938.0,11.0,6.0,21.0,38.0,47.0,0.0,7.1,,7.1,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37.0,141.7,30,,,,,,,,
6632.0,Tsu,1938.0,11.0,9.0,2.0,22.0,,20.0,,,,,,JAPAN,,JAPAN:  SANRIKU,37.6,141.2,30,,,,,,,,
6337.0,Tsu,1938.0,11.0,13.0,22.0,31.0,,60.0,6.0,,6.0,,,JAPAN,,JAPAN:  SANRIKU,37.0,141.5,30,,,,,,,,
6338.0,Tsu,1938.0,11.0,22.0,1.0,14.0,,10.0,,,,,,JAPAN,,JAPAN:  SANRIKU,36.7,142.1,30,,,,,,,,
6322.0,Tsu,1938.0,11.0,30.0,2.0,29.0,,50.0,,,,,,JAPAN,,JAPAN:  SANRIKU,37.0,142.2,30,,,,,,,,
6587.0,Tsu,1943.0,6.0,13.0,5.0,12.0,,20.0,,,,,,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",41.2,143.3,30,,,,,,,,
6648.0,Tsu,1945.0,2.0,10.0,4.0,57.0,,20.0,,,,,,JAPAN,,"SANRIKU, JAPAN",40.9,142.1,30,,,,,,,,
6356.0,Tsu,1948.0,4.0,17.0,16.0,11.0,,40.0,,,,,,JAPAN,,"TOKAIDO, JAPAN",33.1,135.6,30,,,,,,,,
6368.0,Tsu,1954.0,11.0,18.0,20.0,44.0,55.0,30.0,6.5,,6.5,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2,30,,,,,,,,
6373.0,Tsu,1956.0,3.0,5.0,23.0,29.0,,20.0,,,,,,JAPAN,,"NE. HOKKAIDO ISLAND, JAPAN",44.3,144.1,30,,,,,,,,
6374.0,Tsu,1956.0,8.0,12.0,16.0,59.0,37.6,50.0,6.5,,6.5,,,JAPAN,,JAPAN:  IZU PENINSULA,33.8,138.8,30,,,,,,,,
4165.0,No,1958.0,3.0,11.0,0.0,22.0,56.0,70.0,7.5,,7.5,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,25.0,125.0,30,,3,,,,3,,
6383.0,Tsu,1959.0,1.0,22.0,5.0,10.0,,40.0,,,,,,JAPAN,,"SANRIKU, JAPAN",37.5,142.2,30,,,,,,,,
6590.0,Tsu,1959.0,10.0,26.0,7.0,35.0,,10.0,,,,,,JAPAN,,"SANRIKU, JAPAN",37.5,143.2,30,,,,,,,,
6388.0,Tsu,1960.0,3.0,23.0,0.0,23.0,,20.0,6.7,,6.7,,,JAPAN,,JAPAN:  SANRIKU,39.4,143.7,30,,,,,,,,
6591.0,Tsu,1960.0,7.0,29.0,17.0,31.0,45.0,50.0,6.7,,6.7,,,JAPAN,,JAPAN:  SANRIKU,40.3,142.5,30,,,,,,,,
6392.0,Tsu,1961.0,1.0,16.0,7.0,20.0,,40.0,,,,,,JAPAN,,JAPAN:  KASHIMA,36.0,142.3,30,,,,,,,,
6393.0,Tsu,1961.0,1.0,16.0,11.0,19.0,,20.0,,,,,,JAPAN,,JAPAN:  KASHIMA,36.0,141.9,30,,,,,,,,
6394.0,Tsu,1961.0,1.0,16.0,12.0,12.0,,20.0,,,,,,JAPAN,,JAPAN:  KASHIMA,36.2,141.9,30,,,,,,,,
6397.0,Tsu,1961.0,7.0,18.0,14.0,4.0,,60.0,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,29.6,131.8,30,,,,,,,,
6400.0,Tsu,1961.0,8.0,11.0,15.0,51.0,,80.0,,,,,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,42.9,145.6,30,,,,,,,,
4248.0,No,1961.0,8.0,19.0,5.0,33.0,,,7.3,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,36.0,136.7,30,,,,2,,,,
6325.0,Tsu,1961.0,11.0,15.0,7.0,17.0,,60.0,,,,,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,42.7,145.7,30,,,,,,,,
6404.0,Tsu,1962.0,4.0,12.0,0.0,52.0,43.0,25.0,7.2,7.2,7.1,,,JAPAN,,JAPAN:  SANRIKU,38.073,142.741,30,,,,,,,,
6592.0,Tsu,1962.0,4.0,23.0,,,,60.0,,,,,,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",42.2,143.9,30,,,,,,,,
6405.0,Tsu,1962.0,5.0,21.0,12.0,21.0,,60.0,5.7,,5.7,,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4,30,,,,,,,,
9813.0,Tsu,1964.0,5.0,7.0,20.0,13.0,,,6.6,,6.6,,,JAPAN,,JAPAN:  NW. HONSHU ISLAND,40.4,139.0,30,,,,,,,,
6410.0,Tsu,1964.0,12.0,11.0,,,,40.0,,,,,,JAPAN,,"NW. HONSHU ISLAND, JAPAN",40.4,138.9,30,,,,,,,,
4439.0,Tsu,1968.0,5.0,16.0,10.0,39.0,1.6,33.0,7.5,,,,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,30,,,,,,,,
4443.0,Tsu,1968.0,6.0,12.0,13.0,41.0,50.7,44.0,7.2,,7.2,6.0,,JAPAN,,JAPAN:  SANRIKU,39.4,143.1,30,,,,,,,,
6423.0,Tsu,1968.0,8.0,5.0,7.0,17.0,,10.0,,,,,,JAPAN,,JAPAN:  SEIKAIDO-NANKAIDO,33.3,132.2,30,,,,,,,,
4466.0,No,1968.0,10.0,7.0,19.0,20.0,20.3,516.0,7.5,,7.5,6.8,,JAPAN,,JAPAN:  BONIN ISLANDS,26.3,140.6,30,,,,,,,,
4473.0,No,1969.0,1.0,19.0,7.0,2.0,4.4,204.0,7.6,,7.6,,,JAPAN,,JAPAN:  HOKKAIDO,45.0,143.2,30,,,,,,,,
6425.0,Tsu,1969.0,4.0,21.0,7.0,19.0,,41.0,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,32.2,132.1,30,,,,,,,,
4595.0,Tsu,1972.0,2.0,29.0,9.0,22.0,59.8,56.0,7.2,,7.2,6.3,10.0,JAPAN,,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",33.3,140.8,30,,,,2,,,,
4664.0,No,1974.0,8.0,3.0,18.0,16.0,34.0,58.0,5.7,,,5.7,6.0,JAPAN,,"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",36.0,139.82,30,17.0,1,,2,,,,
4679.0,No,1975.0,1.0,23.0,14.0,19.0,14.9,10.0,5.8,,5.8,5.2,7.0,JAPAN,,JAPAN:  AROSAN,33.0,131.1,30,,,,2,,,,
4689.0,No,1975.0,4.0,20.0,17.0,35.0,50.4,7.0,6.1,,6.1,5.7,6.0,JAPAN,,"JAPAN:  OITA, AROSAN",33.19,131.3,30,8.0,1,,3,,,,
4791.0,No,1978.0,2.0,20.0,4.0,36.0,58.1,60.0,6.1,,,6.1,8.0,JAPAN,,"JAPAN:  OFUNATO, TOHOKU",38.78,141.95,30,30.0,1,,2,,,,
4803.0,No,1978.0,6.0,3.0,20.0,3.0,52.5,4.0,4.9,,4.9,5.2,4.0,JAPAN,,JAPAN:  S HONSHU:  HIROSHIMA,35.1,132.6,30,1.0,1,,2,,,,
6600.0,Tsu,1979.0,2.0,20.0,6.0,32.0,32.2,10.0,6.4,,6.4,6.0,,JAPAN,,"IWATE, JAPAN",40.232,143.703,30,,,,,,,,
6460.0,Tsu,1981.0,1.0,18.0,18.0,17.0,24.4,33.0,6.9,,6.9,6.4,,JAPAN,,JAPAN:  E. HONSHU ISLAND,38.64,142.75,30,,,,,,,,
4940.0,Tsu,1982.0,3.0,21.0,2.0,32.0,7.7,44.0,6.7,,6.7,6.4,10.0,JAPAN,,"JAPAN:  HOKKAIDO, URAKAWA, HIROO",42.158,142.361,30,,,1.0,2,,,,
6601.0,Tsu,1982.0,7.0,23.0,14.0,23.0,53.5,37.0,6.8,,6.8,6.2,,JAPAN,,"IBARAKI, JAPAN",36.194,141.702,30,,,,,,,,
6462.0,Tsu,1982.0,12.0,28.0,6.0,37.0,42.5,22.0,6.1,,6.1,5.9,,JAPAN,,JAPAN:  S. OF HONSHU ISLAND,33.826,139.434,30,,,,,,,,
6464.0,Tsu,1983.0,6.0,9.0,12.0,49.0,3.8,26.0,5.9,5.9,5.6,6.3,,JAPAN,,"NOSHIRO, JAPAN",40.249,138.94799999999998,30,,,,,,,,
5001.0,No,1983.0,10.0,30.0,16.0,51.0,57.0,27.0,5.2,,5.2,5.2,6.0,JAPAN,,"JAPAN:  TOTTORI, YONANGO",35.464,133.899,30,,,,2,,,,
6652.0,Tsu,1984.0,6.0,13.0,2.0,29.0,25.3,41.0,5.5,,5.5,5.5,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",31.448,140.036,30,,,,,,,,
6467.0,Tsu,1984.0,9.0,18.0,17.0,2.0,44.3,48.0,6.9,,6.9,6.6,,JAPAN,,JAPAN:  HONSHU ISLAND,34.006,141.5,30,,,,,,,,
6631.0,Tsu,1987.0,2.0,6.0,13.0,16.0,17.8,48.0,6.3,,6.3,6.1,,JAPAN,,JAPAN:  EAST COAST HONSHU,36.988,141.689,30,,,,,,,,
6469.0,Tsu,1987.0,3.0,24.0,12.0,49.0,47.0,23.0,5.1,,5.1,5.7,,JAPAN,,JAPAN:  HONSHU ISLAND,37.446999999999996,137.865,30,,,,,,,,
5153.0,No,1987.0,12.0,17.0,2.0,8.0,19.9,63.0,6.0,,,6.0,8.0,JAPAN,,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",35.361999999999995,140.214,30,,,5.0,2,,,,
5205.0,No,1989.0,7.0,9.0,2.0,9.0,9.1,5.0,5.0,,5.0,5.1,6.0,JAPAN,,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.19299999999998,30,,,,2,,,,
6476.0,Tsu,1989.0,10.0,29.0,5.0,25.0,38.2,10.0,6.6,,6.6,6.0,,JAPAN,,JAPAN:  N. HONSHU ISLAND,39.571,143.333,30,,,,,,,,
5217.0,Tsu,1989.0,11.0,1.0,18.0,25.0,34.9,29.0,7.4,,7.4,6.4,6.0,JAPAN,,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.836999999999996,142.76,30,,,,1,,,,
6477.0,Tsu,1990.0,2.0,20.0,6.0,53.0,39.8,14.0,6.4,,6.4,6.1,,JAPAN,,JAPAN:  NEAR S. COAST OF HONSHU,34.705999999999996,139.252,30,,,,,,,,
6602.0,Tsu,1990.0,9.0,23.0,21.0,13.0,7.4,10.0,6.5,,6.5,6.0,,JAPAN,,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.266999999999996,138.643,30,,,,,,,,
6484.0,Tsu,1992.0,7.0,18.0,8.0,36.0,58.7,29.0,7.0,,7.0,6.2,,JAPAN,,JAPAN:  HONSHU ISLAND,39.419000000000004,143.33,30,,,,,,,,
9818.0,Tsu,1992.0,8.0,11.0,15.0,14.0,55.1,16.0,6.3,,6.3,5.8,,JAPAN,,JAPAN:  HONSHU:  S,32.536,141.641,30,,,,,,,,
5348.0,Tsu,1993.0,2.0,7.0,13.0,27.0,42.0,11.0,6.3,6.3,6.2,6.3,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.634,137.245,30,,,,1,,,,
6486.0,Tsu,1993.0,8.0,7.0,19.0,42.0,41.9,13.0,6.3,6.3,6.1,6.2,,JAPAN,,JAPAN,41.985,139.839,30,,,,,,,,
6604.0,Tsu,1994.0,4.0,8.0,1.0,10.0,40.8,13.0,6.4,6.4,6.3,6.0,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.608000000000004,143.683,30,,,,,,,,
5406.0,No,1995.0,4.0,1.0,3.0,49.0,33.5,11.0,5.4,5.4,4.9,5.8,,JAPAN,,"JAPAN:  NIIGATA PREFECTURE, SADO",37.925,139.186,30,,,,2,,,,
6496.0,Tsu,1995.0,10.0,19.0,2.0,41.0,36.1,20.0,6.8,6.8,6.9,6.3,,JAPAN,,JAPAN:  RYUKU IS.,28.094,130.148,30,,,,,,,,
6499.0,Tsu,1996.0,9.0,4.0,18.0,16.0,1.9,33.0,5.7,5.7,5.1,5.4,,JAPAN,,"HONSHU ISLAND, JAPAN",31.555,139.931,30,,,,,,,,
6332.0,Tsu,1996.0,10.0,18.0,10.0,50.0,20.8,10.0,6.6,6.6,6.6,6.0,,JAPAN,,JAPAN:  KYUSHU ISLAND,30.568,131.093,30,,,,,,,,
6501.0,Tsu,1996.0,12.0,2.0,22.0,17.0,59.2,49.0,6.7,6.7,6.6,6.0,,JAPAN,,JAPAN:  KYUSHU,31.789,131.314,30,,,,,,,,
5454.0,No,1997.0,3.0,26.0,8.0,31.0,47.1,10.0,6.1,6.1,5.9,5.6,6.0,JAPAN,,"JAPAN:  KYUSHU, KAGOSHIMA",31.92,130.429,30,,,,2,,,,
7447.0,Tsu,1997.0,9.0,30.0,6.0,27.0,24.7,10.0,6.2,6.2,6.5,5.5,,JAPAN,,JAPAN:  HONSHU:  S,31.959,141.878,30,,,,,,,,
5556.0,No,2000.0,3.0,28.0,11.0,0.0,22.5,127.0,7.6,7.6,7.6,6.8,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.338,143.73,30,,,,,,,,
6821.0,Tsu,2002.0,3.0,26.0,3.0,45.0,48.7,33.0,6.4,6.4,6.6,5.8,,JAPAN,,JAPAN:  RYUKYU ISLANDS,23.346,124.09,30,,,,,,,,
6610.0,Tsu,2003.0,10.0,31.0,1.0,6.0,28.2,10.0,7.0,7.0,6.8,6.1,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,
5833.0,No,2004.0,12.0,6.0,14.0,15.0,11.8,35.0,6.8,6.8,6.5,6.5,,JAPAN,,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.22799999999998,30,4.0,1,,,4.0,1,,
6640.0,Tsu,2005.0,1.0,19.0,6.0,11.0,36.4,28.0,6.6,6.6,6.4,5.8,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,
6827.0,Tsu,2005.0,11.0,14.0,21.0,38.0,51.4,11.0,7.0,7.0,6.8,6.7,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.89600000000002,30,,,,,,,,
7248.0,No,2006.0,6.0,11.0,20.0,1.0,26.3,140.0,6.3,6.3,,5.9,,JAPAN,,JAPAN:  KYUSHU,33.129,131.141,30,8.0,1,,,8.0,1,,
8957.0,No,2007.0,9.0,28.0,13.0,38.0,57.8,260.0,7.5,7.5,,6.7,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,30,,,,,,,,
7971.0,Tsu,2008.0,7.0,19.0,2.0,39.0,28.7,22.0,6.9,6.9,7.0,6.2,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,,,,,,,,
8134.0,Tsu,2008.0,9.0,11.0,0.0,20.0,50.9,25.0,6.8,6.8,7.0,6.1,,JAPAN,,JAPAN:  HOKKAIDO,41.891999999999996,143.754,30,,,,,,,,
9759.0,Tsu,2010.0,12.0,21.0,17.0,19.0,40.6,14.0,7.4,7.4,7.5,7.0,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.69799999999998,30,,,,,,,,
9797.0,Tsu,2011.0,3.0,9.0,2.0,45.0,20.3,32.0,7.5,7.5,7.3,6.4,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,,,,,,,,
9805.0,No,2011.0,3.0,11.0,6.0,15.0,40.2,43.0,7.9,7.9,,6.8,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,,,,,,,,
9806.0,No,2011.0,3.0,11.0,6.0,25.0,50.3,19.0,7.6,7.6,,7.1,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,,,,,,,,
9823.0,Tsu,2011.0,7.0,10.0,0.0,57.0,10.8,23.0,7.0,7.0,7.0,6.6,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,,,,,,,,
9878.0,Tsu,2012.0,3.0,14.0,9.0,8.0,35.1,12.0,6.9,6.9,6.9,6.7,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944,30,,,,,,,,
9946.0,Tsu,2012.0,12.0,7.0,8.0,18.0,23.1,31.0,7.2,7.2,7.3,7.2,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.94899999999998,30,11.0,1,,,11.0,1,,
10052.0,Tsu,2013.0,10.0,25.0,17.0,10.0,,10.0,7.1,7.1,,,4.0,JAPAN,,JAPAN:  HONSHU:  E COAST,37.2,144.6,30,1.0,1,,,1.0,1,,
10105.0,Tsu,2014.0,7.0,11.0,19.0,23.0,22.0,20.0,6.5,6.5,,,5.0,JAPAN,,JAPAN:  SANRIKU,37.005,142.453,30,3.0,1,,,3.0,1,,
10131.0,Tsu,2015.0,2.0,16.0,23.0,6.0,27.0,23.0,6.7,6.7,,,4.0,JAPAN,,JAPAN:  HONSHU,39.856,142.881,30,,,,,,,,
10140.0,Tsu,2015.0,5.0,2.0,16.0,51.0,39.0,10.0,5.7,5.7,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,,,,,,,,
10143.0,No,2015.0,5.0,30.0,11.0,23.0,11.0,664.0,7.8,7.8,,,6.0,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839000000000002,140.493,30,12.0,1,,,12.0,1,,
10163.0,Tsu,2015.0,11.0,13.0,20.0,51.0,3.0,12.0,6.7,6.7,,,4.0,JAPAN,,JAPAN:  KYUSYU ISLAND,31.000999999999998,128.873,30,,,,,,,,
10324.0,No,2018.0,4.0,8.0,16.0,32.0,31.0,8.0,5.6,5.6,,,,JAPAN,,JAPAN:  SHIMANE PREFECTURE,35.262,132.541,30,8.0,1,,,8.0,1,,
8188.0,Tsu,1930.0,11.0,5.0,,,,,,,,,5.0,KENYA,,MONGOLIA,-4.05,39.667,10,,,,,,,,
3060.0,No,1916.0,8.0,28.0,6.0,39.0,29.0,33.0,7.7,,7.7,,,NEPAL,,NEPAL; TIBET (XIZANG PROVINCE),30.0,81.0,60,,,,,,,,
5367.0,No,1993.0,10.0,20.0,16.0,15.0,59.6,37.0,5.1,,,5.1,,NEPAL,,NEPAL: NW; INDIA:  UTTAR PRADESH,28.723000000000003,82.28,60,,,,1,,,,
10317.0,No,2017.0,6.0,21.0,4.0,40.0,,,3.2,,,,,NEPAL,,NEPAL:  DHADING,27.64,85.17,60,1.0,1,,,1.0,1,,
3019.0,No,1914.0,10.0,23.0,6.0,18.0,34.0,60.0,7.6,7.6,7.6,,,PALAU,,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",6.0,132.5,170,,,,,,,,
4120.0,No,1957.0,4.0,14.0,19.0,18.0,,60.0,7.5,,,,,SAMOA,,SAMOA ISLANDS,-15.5,-173.0,170,,,,,,,,
4705.0,Tsu,1975.0,12.0,26.0,15.0,56.0,38.7,33.0,7.8,,7.8,6.4,5.0,SAMOA,,SAMOA ISLANDS,-16.265,-172.467,170,,,,,,,,
5407.0,Tsu,1995.0,4.0,7.0,22.0,6.0,56.8,21.0,7.4,7.4,8.0,6.8,,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,-15.199000000000002,-173.52900000000002,170,,,,,,,,
7369.0,Tsu,2006.0,9.0,28.0,6.0,22.0,9.7,28.0,6.9,6.9,6.6,6.5,4.0,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,
9732.0,Tsu,-218.0,,,,,,,,,,,,SPAIN,,SPAIN:  CADIZ,36.2,-7.17,130,,,,,,,,
559.0,No,1374.0,2.0,2.0,,,,,,,,,10.0,SPAIN,,SPAIN:  RIBAGORZA,42.1,-0.3,130,,,,,,,,
591.0,No,1427.0,5.0,15.0,,,,,,,,,11.0,SPAIN,,"SPAIN:  OLOT,BARCELONA",41.7,2.2,130,,,,3,,,,
624.0,No,1464.0,,,,,,,,,,,9.0,SPAIN,,SPAIN:  SEVILLA (SEVILLE),37.3,-5.6,130,,,,3,,,,
664.0,No,1504.0,4.0,5.0,,,,,,,,,10.0,SPAIN,,SPAIN:  CARMONA,37.3,-5.4,130,,,,,,,,
689.0,No,1518.0,11.0,9.0,,,,,,,,,11.0,SPAIN,,SPAIN:  VERA,37.2,-1.5,130,,,,4,,,,
7935.0,No,1589.0,,,,,,,,,,,10.0,SPAIN,,SPAIN,37.9,-4.8,130,,,,,,,,
993.0,No,1654.0,10.0,20.0,,,,,,,,,9.0,SPAIN,,SPAIN:  MENORCA (MINORCA),40.1,3.6,130,,,,1,,,,
1089.0,No,1680.0,10.0,9.0,7.0,30.0,,,,,,,9.0,SPAIN,,SPAIN:  MALAGA,36.5,-4.4,130,,,,3,,,,
1477.0,No,1784.0,8.0,15.0,,,,,,,,,9.0,SPAIN,,SPAIN:  L'ARNES SYSSEL,40.9,0.3,130,,,,2,,,,
10120.0,Tsu,1804.0,1.0,13.0,17.0,45.0,,,,,,,8.0,SPAIN,,SPAIN:  ALMERIA:  DALIAS,36.833,-2.833,130,,,,,,,,
8184.0,Tsu,1930.0,2.0,16.0,,,,,,,,,,SPAIN,,SPAIN:  OFF SOUTHERN COAST,36.0,-3.0,130,,,,,,,,
3415.0,No,1930.0,7.0,5.0,23.0,12.0,,,5.6,,,,,SPAIN,,SPAIN:  MONTILLA,37.8,-4.5,130,,,,2,,,,
4043.0,No,1954.0,3.0,29.0,6.0,17.0,,640.0,7.0,,,,,SPAIN,,SPAIN,37.0,-3.5,130,,,,3,,,,
4095.0,No,1956.0,4.0,19.0,18.0,38.0,,,,,,,,SPAIN,,SPAIN,37.0,-4.0,130,,,,3,,,,
8260.0,Tsu,1978.0,8.0,14.0,14.0,17.0,50.4,30.0,4.4,,4.4,5.0,,SPAIN,,SPAIN,36.63,-6.871,130,,,,,,,,
2.0,Tsu,-2000.0,,,,,,,,,,,10.0,SYRIA,,SYRIA:  UGARIT,35.683,35.8,130,,,,,,,,
129.0,No,522.0,,,,,,,,,,,10.0,SYRIA,,SYRIA,36.2,36.1,140,,,,3,,,,
136.0,No,533.0,11.0,29.0,,,,,,,,,,SYRIA,,SYRIA:  ALEPPO,36.2,37.2,140,,,,,,,,
140.0,No,552.0,7.0,9.0,,,,,,,,,10.0,SYRIA,,SYRIA:  HALAB (ALEPPO); TURKEY:  ANTAKYA (ANTIOCH),36.1,37.1,140,,,,3,,,,
172.0,No,742.0,,,,,,,,,,,,SYRIA,,SYRIA;  ISRAEL; ASIA,35.0,38.0,140,,,,3,,,,
178.0,No,748.0,8.0,31.0,,,,,,,,,,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,140,,,,2,,,,
208.0,No,844.0,9.0,18.0,,,,,,,,,8.0,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS); TURKEY:  ANTAKYA,33.5,36.3,140,,,,4,,,,
281.0,No,951.0,,,,,,,,,,,9.0,SYRIA,,"SYRIA:  HALAB (ALEPPO),RAHBA,DULUK; TURKEY: ANTAKYA",36.1,37.1,140,,,,3,,,,
304.0,Tsu,991.0,4.0,5.0,,,,,,,,,9.0,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,140,,,,2,,,,
366.0,No,1076.0,,,,,,,,,,,8.0,SYRIA,,SYRIA:  (MANY COUNTRIES),35.0,38.0,140,,,,3,,,,
373.0,No,1089.0,,,,,,,,,,,8.0,SYRIA,,SYRIA:  TUDMUR (PALMYRA),34.3,38.2,140,,,,3,,,,
407.0,No,1151.0,,,,,,,6.2,,,,9.0,SYRIA,,SYRIA:  BUSRA,32.6,36.7,140,,,,3,,,,
411.0,No,1155.0,,,,,,,,,,,,SYRIA,,SYRIA:  DIMASHQ; TURKEY:ANTIOCH; LEBANON:TARABULUS,34.5,36.5,140,,,,,,,,
419.0,No,1169.0,,,,,,,,,,,10.0,SYRIA,,"SYRIA:  HALAB (ALEPPO),DIMASHQ (DAMASCUS)",36.2,37.2,140,,,,3,,,,
428.0,No,1182.0,,,,,,,6.7,,,,10.0,SYRIA,,SYRIA:  BUSRA; ISRAEL:  PALESTINE,32.6,36.7,140,,,,3,,,,
430.0,No,1183.0,,,,,,,,,,,,SYRIA,,SYRIA:  DIMASHQ; TURKEY: ANTAKYA; LEBANON: TRIPOLI,34.5,36.5,140,,,,3,,,,
483.0,No,1284.0,,,,,,,,,,,10.0,SYRIA,,SYRIA:  DIMASHQ (DAMASCUS),33.3,36.2,140,,,,,,,,
546.0,No,1354.0,,,,,,,,,,,7.0,SYRIA,,"SYRIA:  HAMAH (HAMA),HIMS (HUMS),BALABAKK",35.1,36.4,140,,,,2,,,,
581.0,Tsu,1402.0,,,,,,,,,,,,SYRIA,,SYRIA,35.0,37.0,140,,,,3,,,,
6015.0,Tsu,1403.0,11.0,16.0,,,,,,,,,,SYRIA,,SYRIAN COASTS,,,140,,,,,,,,
582.0,No,1404.0,,,,,,,,,,,9.0,SYRIA,,SYRIA:  HALAB (ALEPPO),36.1,37.1,140,,,,3,,,,
875.0,No,1616.0,,,,,,,,,,,9.0,SYRIA,,SYRIA:  HALAB (ALEPPO),36.1,37.1,140,,,,3,,,,
1327.0,No,1752.0,6.0,21.0,,,,,,,,,8.0,SYRIA,,SYRIA:  COAST; ISRAEL,35.0,36.0,140,,,,,,,,
1531.0,No,1796.0,2.0,26.0,,,,,,,,,9.0,SYRIA,,SYRIA:  AL-LADHIQIYAH (LATAKIA),35.2,35.8,140,,,,3,,,,
6114.0,Tsu,1853.0,12.0,24.0,,,,,,,,,,TONGA,,TONGA TRENCH,-21.166999999999998,-175.167,170,,,,,,,,
10009.0,Tsu,1881.0,11.0,24.0,,,,,,,,,8.0,TONGA,,TONGA ISLANDS,,,170,,,,,,,,
2612.0,No,1902.0,2.0,9.0,7.0,35.0,,60.0,7.8,,,,,TONGA,,TONGA ISLANDS,-20.0,-174.0,170,,,,,,,,
2641.0,No,1903.0,1.0,4.0,5.0,7.0,,400.0,8.0,,8.0,,,TONGA,,TONGA ISLANDS,-20.0,-175.0,170,,,,,,,,
10011.0,Tsu,1907.0,,,,,,,,,,,,TONGA,,TONGA ISLANDS:  S OF TONGA,-21.17,-175.73,170,,,,,,,,
2982.0,No,1913.0,6.0,26.0,4.0,57.0,1.0,33.0,7.6,,7.6,,,TONGA,,TONGA ISLANDS,-20.0,-174.0,170,,,,,,,,
3136.0,Tsu,1919.0,4.0,30.0,7.0,17.0,17.3,25.0,8.1,8.1,8.2,7.7,,TONGA,,TONGA ISLANDS,-18.352,-172.515,170,,,,1,,,,
6079.0,Tsu,1928.0,5.0,18.0,,,,,,,,,,TONGA,,"ISLAND OF LIFUKA, TONGA ISLANDS",-19.8,-174.345,170,,,,,,,,
3889.0,Tsu,1948.0,9.0,8.0,15.0,9.0,,25.0,7.9,,,,,TONGA,,TONGA ISLANDS,-21.0,-174.0,170,,,,,,,,
3916.0,No,1949.0,8.0,6.0,0.0,35.0,,70.0,7.5,,,,,TONGA,,TONGA ISLANDS,-18.5,-174.5,170,,,,,,,,
